Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Danforth,43.68402547,-79.32981941,Udupi Palace,43.67247950462566,-79.32127455331215,Indian Restaurant
Danforth,43.68402547,-79.32981941,The Dylan Bar,43.682025,-79.330434,Beer Bar
Danforth,43.68402547,-79.32981941,Fresh from the Farm (Amish & Mennonite Meats),43.69333116755566,-79.34257376620852,Gourmet Shop
Danforth,43.68402547,-79.32981941,Wazema Ethiopian Restaurant,43.68223421,-79.328562,Ethiopian Restaurant
Danforth,43.68402547,-79.32981941,East Lynn Park,43.684055,-79.315113,Playground
Danforth,43.68402547,-79.32981941,Von Doughnuts,43.67919504981879,-79.34340383066859,Donut Shop
Danforth,43.68402547,-79.32981941,Lahore Tikka House,43.67166839018913,-79.3247037631388,Pakistani Restaurant
Danforth,43.68402547,-79.32981941,Hot Pot Cafe,43.68233730294754,-79.32922450710925,Café
Danforth,43.68402547,-79.32981941,Flying Pony,43.672554289580304,-79.32046357798333,Café
Danforth,43.68402547,-79.32981941,The Ritz Restaurant,43.69181205999497,-79.3421085652764,Breakfast Spot
Danforth,43.68402547,-79.32981941,Mon K Patisserie,43.696922,-79.32952,Pastry Shop
Danforth,43.68402547,-79.32981941,Last Drop Cafe,43.688829532311495,-79.32600210968185,Coffee Shop
Danforth,43.68402547,-79.32981941,Motimahal,43.672174809921415,-79.32253200796698,Indian Restaurant
Danforth,43.68402547,-79.32981941,808 Social,43.682224,-79.34634,Café
Danforth,43.68402547,-79.32981941,Forth Avenue,43.684532107264545,-79.3186501033142,Gastropub
Danforth,43.68402547,-79.32981941,Retro Burger,43.68388108900522,-79.32148429143008,Burger Joint
Danforth,43.68402547,-79.32981941,Face to Face Games,43.685460082404454,-79.31288100696635,Gaming Cafe
Danforth,43.68402547,-79.32981941,The Shmooz,43.67517099639398,-79.34339497717585,Café
Danforth,43.68402547,-79.32981941,Simone's Caribbean Restaurant,43.67865547474292,-79.34658157954753,Caribbean Restaurant
Danforth,43.68402547,-79.32981941,Gerrard Spaghetti & Pizza House,43.68315430714454,-79.32472274382036,Pizza Place
Danforth,43.68402547,-79.32981941,Bombay Chowpatty,43.67187525209221,-79.32411369274648,Indian Restaurant
Danforth,43.68402547,-79.32981941,A&W,43.679103,-79.344777,Fast Food Restaurant
Danforth,43.68402547,-79.32981941,Celena's Bakery,43.685392752671284,-79.31416165735217,Bakery
Danforth,43.68402547,-79.32981941,Goat Coffee Co.,43.68447714502223,-79.3468360903566,Café
Danforth,43.68402547,-79.32981941,Lazy Daisy's Cafe,43.67281409083959,-79.31943769132836,Café
Danforth,43.68402547,-79.32981941,Eulalie's Corner Store,43.67253532149764,-79.32189619176525,Bar
Danforth,43.68402547,-79.32981941,Lickadee Split,43.696096,-79.32872089769886,Ice Cream Shop
Danforth,43.68402547,-79.32981941,Little Coxwell Restaurant,43.69618013437164,-79.32895810683836,Thai Restaurant
Danforth,43.68402547,-79.32981941,LCBO,43.696727727141244,-79.32887501443471,Liquor Store
Danforth,43.68402547,-79.32981941,Thai Room,43.68560497061049,-79.31321306868954,Thai Restaurant
Danforth,43.68402547,-79.32981941,Lahore Paan Centre,43.67222612550265,-79.32212190790149,Snack Place
Danforth,43.68402547,-79.32981941,Centre of Gravity,43.671301448667535,-79.32711235651769,Indie Theater
Danforth,43.68402547,-79.32981941,Hakka Wow,43.672282,-79.322126,Indian Chinese Restaurant
Danforth,43.68402547,-79.32981941,BJ Supermarket,43.67238943901235,-79.3213834879562,Grocery Store
Danforth,43.68402547,-79.32981941,Starbucks,43.69608,-79.32903,Coffee Shop
Danforth,43.68402547,-79.32981941,Brickyard Bistro,43.670800911784156,-79.32812485994873,Bistro
Danforth,43.68402547,-79.32981941,Sideshow Cafe,43.67118996476053,-79.32705815312254,Café
Danforth,43.68402547,-79.32981941,Pizza Hut,43.696383,-79.328778,Pizza Place
Danforth,43.68402547,-79.32981941,Remarks Bar & Grill,43.69672636882905,-79.32921883994901,Pub
Danforth,43.68402547,-79.32981941,Value Village,43.68585413175487,-79.31202694827303,Thrift / Vintage Store
Danforth,43.68402547,-79.32981941,Haandi 2000,43.67192914440453,-79.32366244535852,Indian Restaurant
Danforth,43.68402547,-79.32981941,Cosburn Park Lawn Bowling Club,43.69283275447971,-79.33017253875732,Athletics & Sports
Danforth,43.68402547,-79.32981941,Paul's Spaghetti,43.692984,-79.333487,Italian Restaurant
Danforth,43.68402547,-79.32981941,Pizza Pizza,43.67095689178965,-79.32809840356403,Pizza Place
Danforth,43.68402547,-79.32981941,Subway Convenience,43.686735,-79.312731,Smoke Shop
Danforth,43.68402547,-79.32981941,Gerrard India Bazaar,43.67208555010096,-79.32340264320374,Shopping Plaza
Danforth,43.68402547,-79.32981941,Desi Burger & Chaat House,43.67170831818089,-79.32461426469615,Burger Joint
Danforth,43.68402547,-79.32981941,Toronto Cash & Carry,43.671954,-79.323412,Grocery Store
Danforth,43.68402547,-79.32981941,The Redwood,43.671226,-79.327212,Theater
Danforth,43.68402547,-79.32981941,Lahori Taste & Burger House,43.6716559063876,-79.32458125378369,Indian Restaurant
Danforth,43.68402547,-79.32981941,Baldev Paan House,43.671861012130975,-79.3236844528519,Indian Restaurant
Danforth,43.68402547,-79.32981941,Karma's Kitchen,43.671905,-79.323117,Tibetan Restaurant
Danforth,43.68402547,-79.32981941,Pie in the Sky Studios,43.69361332449936,-79.34225129631804,Performing Arts Venue
Danforth,43.68402547,-79.32981941,New Star Video,43.692565,-79.315937,Video Store
Danforth,43.68402547,-79.32981941,Mr.Sub,43.697277,-79.329678,Restaurant
Danforth East York,43.68946809,-79.33140338,East York Farmers' Market,43.69048245471865,-79.3285094702114,Farmers Market
Danforth East York,43.68946809,-79.33140338,The Wren,43.6824674097841,-79.32807925839526,American Restaurant
Danforth East York,43.68946809,-79.33140338,Rendez-Vous Restaurant Bar & Cafe,43.68257026831632,-79.32754382523993,Ethiopian Restaurant
Danforth East York,43.68946809,-79.33140338,Red Rocket Coffee,43.68234009057258,-79.3285298526357,Café
Danforth East York,43.68946809,-79.33140338,Knuckle Sandwich,43.69619422287059,-79.32874899594155,Sandwich Place
Danforth East York,43.68946809,-79.33140338,City Betty,43.6824,-79.32873,American Restaurant
Danforth East York,43.68946809,-79.33140338,Pomarosa Coffee & Kitchen,43.683201,-79.325849,Coffee Shop
Danforth East York,43.68946809,-79.33140338,Al Mandi Restaurant مطعم المندي,43.682225048864694,-79.32933205287013,Middle Eastern Restaurant
Danforth East York,43.68946809,-79.33140338,Morgan's on the Danforth,43.682044330949324,-79.33025531659852,Gastropub
Danforth East York,43.68946809,-79.33140338,Sala Modern Thai Kitchen & Bar,43.68188522065964,-79.33072046699459,Thai Restaurant
Danforth East York,43.68946809,-79.33140338,Starbucks,43.682379,-79.327249,Coffee Shop
Danforth East York,43.68946809,-79.33140338,Fresh from the Farm (Amish & Mennonite Meats),43.69333116755566,-79.34257376620852,Gourmet Shop
Danforth East York,43.68946809,-79.33140338,Mon K Patisserie,43.696922,-79.32952,Pastry Shop
Danforth East York,43.68946809,-79.33140338,Local 1794,43.68449709157893,-79.31881714249617,Gastropub
Danforth East York,43.68946809,-79.33140338,The Only Cafe,43.680408988135255,-79.33789819168385,Beer Bar
Danforth East York,43.68946809,-79.33140338,Monarch Park,43.678719042549886,-79.32595669855687,Park
Danforth East York,43.68946809,-79.33140338,efes bar&grill,43.68024174920371,-79.33834598691139,Gastropub
Danforth East York,43.68946809,-79.33140338,Monarch Park Stadium,43.6781436961028,-79.3240380491706,Soccer Field
Danforth East York,43.68946809,-79.33140338,Serano Bakery,43.683139418786745,-79.34653122970155,Bakery
Danforth East York,43.68946809,-79.33140338,The Ritz Restaurant,43.69181205999497,-79.3421085652764,Breakfast Spot
Danforth East York,43.68946809,-79.33140338,Mr. Pide,43.679635329815625,-79.34153035500347,Turkish Restaurant
Danforth East York,43.68946809,-79.33140338,Sauce,43.682442435191675,-79.32817098692705,Bar
Danforth East York,43.68946809,-79.33140338,Royal Beef,43.685325126021965,-79.31498171235116,Butcher
Danforth East York,43.68946809,-79.33140338,Sakawa Coffee,43.679906,-79.339807,Café
Danforth East York,43.68946809,-79.33140338,Select Bakery,43.69410780356072,-79.34279334551296,Bakery
Danforth East York,43.68946809,-79.33140338,Sugar Moon Salon,43.68299142384825,-79.3253279699731,Cosmetics Shop
Danforth East York,43.68946809,-79.33140338,The Shore Leave,43.68419953532027,-79.3194130752355,Cocktail Bar
Danforth East York,43.68946809,-79.33140338,Danforth Dragon Restaurant,43.6798113424494,-79.339838432929,Asian Restaurant
Danforth East York,43.68946809,-79.33140338,Danforth Pizza House,43.680182909379766,-79.33879474268964,Pizza Place
Danforth East York,43.68946809,-79.33140338,The Only Backpacker's Inn,43.68054059417574,-79.33788920444185,Hostel
Danforth East York,43.68946809,-79.33140338,Motorama Restaurant,43.67984859470629,-79.34010109351141,Diner
Danforth East York,43.68946809,-79.33140338,Patisserie La Cigogne,43.68251423565178,-79.3270197375558,Dessert Shop
Danforth East York,43.68946809,-79.33140338,Last Drop Cafe,43.688829532311495,-79.32600210968185,Coffee Shop
Danforth East York,43.68946809,-79.33140338,Tips Nail Bar,43.67982572188027,-79.34030209156394,Nail Salon
Danforth East York,43.68946809,-79.33140338,Square Boy,43.67994925367467,-79.33953984481623,Burger Joint
Danforth East York,43.68946809,-79.33140338,East Lynn Park,43.684055,-79.315113,Playground
Danforth East York,43.68946809,-79.33140338,Von Doughnuts,43.67919504981879,-79.34340383066859,Donut Shop
Danforth East York,43.68946809,-79.33140338,Danforth Bowl,43.68334594114471,-79.32408028593562,Bowling Alley
Danforth East York,43.68946809,-79.33140338,Marvel Coffee Company,43.68071553476836,-79.33752594265454,Coffee Shop
Danforth East York,43.68946809,-79.33140338,Danish Pastry shop,43.688243347322356,-79.34832748362554,Bakery
Danforth East York,43.68946809,-79.33140338,Lickadee Split,43.696096,-79.32872089769886,Ice Cream Shop
Danforth East York,43.68946809,-79.33140338,Lalibela,43.6817099,-79.33199890000003,Ethiopian Restaurant
Danforth East York,43.68946809,-79.33140338,Little Coxwell Restaurant,43.69618013437164,-79.32895810683836,Thai Restaurant
Danforth East York,43.68946809,-79.33140338,808 Social,43.682224,-79.34634,Café
Danforth East York,43.68946809,-79.33140338,LCBO,43.696727727141244,-79.32887501443471,Liquor Store
Danforth East York,43.68946809,-79.33140338,The One in the Only,43.68043256568149,-79.33788077683231,Café
Danforth East York,43.68946809,-79.33140338,Folia Grill,43.688737570879006,-79.34857966423287,Greek Restaurant
Danforth East York,43.68946809,-79.33140338,Nakayoshi: Ramen Fine Japanese Cuisine,43.67973628639116,-79.34137624567992,Ramen Restaurant
Danforth East York,43.68946809,-79.33140338,The Dylan Bar,43.682025,-79.330434,Beer Bar
Danforth East York,43.68946809,-79.33140338,Forth Avenue,43.684532107264545,-79.3186501033142,Gastropub
Danforth East York,43.68946809,-79.33140338,Wazema Ethiopian Restaurant,43.68223421,-79.328562,Ethiopian Restaurant
Danforth East York,43.68946809,-79.33140338,Starbucks,43.680167,-79.339669,Coffee Shop
Danforth East York,43.68946809,-79.33140338,Hot Pot Cafe,43.68233730294754,-79.32922450710925,Café
Danforth East York,43.68946809,-79.33140338,Retro Burger,43.68388108900522,-79.32148429143008,Burger Joint
Danforth East York,43.68946809,-79.33140338,Goat Coffee Co.,43.68447714502223,-79.3468360903566,Café
Danforth East York,43.68946809,-79.33140338,Akropolis Pastries,43.67935311694436,-79.34353644717321,Greek Restaurant
Danforth East York,43.68946809,-79.33140338,Starbucks,43.67985,-79.34037,Coffee Shop
Danforth East York,43.68946809,-79.33140338,Celena's Bakery,43.685392752671284,-79.31416165735217,Bakery
Danforth East York,43.68946809,-79.33140338,The Olde Eton House,43.679378999889686,-79.3431888689723,Pub
Danforth East York,43.68946809,-79.33140338,The Beer Store,43.6942665,-79.3429256,Beer Store
Danforth East York,43.68946809,-79.33140338,Ha gow Dim Sum House,43.68044093157399,-79.33759006459042,Dim Sum Restaurant
Danforth East York,43.68946809,-79.33140338,Shoppers Drug Mart,43.679373,-79.342316,Pharmacy
Danforth East York,43.68946809,-79.33140338,Gerrard Spaghetti & Pizza House,43.68315430714454,-79.32472274382036,Pizza Place
Danforth East York,43.68946809,-79.33140338,Tzatziki,43.68357500543047,-79.34656915325962,Greek Restaurant
Danforth East York,43.68946809,-79.33140338,TD Canada Trust,43.6873496,-79.3478355,Bank
Danforth East York,43.68946809,-79.33140338,Bar Hop Session,43.679214,-79.34345,Beer Bar
Danforth East York,43.68946809,-79.33140338,Starbucks,43.69608,-79.32903,Coffee Shop
Danforth East York,43.68946809,-79.33140338,Pizza Hut,43.696383,-79.328778,Pizza Place
Danforth East York,43.68946809,-79.33140338,Subway,43.688981745680614,-79.34887239203073,Sandwich Place
Danforth East York,43.68946809,-79.33140338,Remarks Bar & Grill,43.69672636882905,-79.32921883994901,Pub
Danforth East York,43.68946809,-79.33140338,Shoppers Drug Mart,43.68878,-79.348729,Pharmacy
Danforth East York,43.68946809,-79.33140338,Allure Body Bar,43.67930961860643,-79.34290082858878,Spa
Danforth East York,43.68946809,-79.33140338,Shoppers Drug Mart,43.699244,-79.318939,Pharmacy
Danforth East York,43.68946809,-79.33140338,The Beer Store,43.6937312,-79.3167591,Beer Store
Danforth East York,43.68946809,-79.33140338,Pizza Hut,43.68317442087925,-79.34672344390253,Pizza Place
Danforth East York,43.68946809,-79.33140338,Pizza Pizza,43.679568651773415,-79.3419040384053,Pizza Place
Danforth East York,43.68946809,-79.33140338,Number One Chinese Restaurant,43.684585940432,-79.34690952301025,Chinese Restaurant
Danforth East York,43.68946809,-79.33140338,The Wally,43.69463196213907,-79.34310930909568,Pub
Danforth East York,43.68946809,-79.33140338,Dieppe Park,43.692206959700314,-79.33607384580417,Park
Danforth East York,43.68946809,-79.33140338,Cosburn Park Lawn Bowling Club,43.69283275447971,-79.33017253875732,Athletics & Sports
Danforth East York,43.68946809,-79.33140338,Makkah Restaurant,43.68064246148289,-79.33661277260781,Restaurant
Danforth East York,43.68946809,-79.33140338,Paul's Spaghetti,43.692984,-79.333487,Italian Restaurant
Danforth East York,43.68946809,-79.33140338,KFC,43.6843,-79.347,Fast Food Restaurant
Danforth East York,43.68946809,-79.33140338,Mr.Sub,43.697277,-79.329678,Restaurant
Danforth East York,43.68946809,-79.33140338,7-Eleven,43.68016241132771,-79.3374614417553,Convenience Store
Danforth East York,43.68946809,-79.33140338,Leslieville Cheese Market & Fine Foods,43.692423524707316,-79.34244394830175,Cheese Shop
Danforth East York,43.68946809,-79.33140338,Harbour FISH and CHIPS,43.69575928146644,-79.33948449035833,Seafood Restaurant
Danforth East York,43.68946809,-79.33140338,Pie in the Sky Studios,43.69361332449936,-79.34225129631804,Performing Arts Venue
Danforth East York,43.68946809,-79.33140338,Circus Books and Music,43.67989378109307,-79.34004865464084,Bookstore
Danforth East York,43.68946809,-79.33140338,Bite Me Grill,43.679368984751534,-79.34294454514556,Breakfast Spot
Danforth East York,43.68946809,-79.33140338,TTC Bus #56 Leaside,43.69449800016522,-79.34299205360041,Bus Line
Danforth East York,43.68946809,-79.33140338,Beauty Boutique by Shoppers Drug Mart,43.699232,-79.319319,Cosmetics Shop
Danforth East York,43.68946809,-79.33140338,New Star Video,43.692565,-79.315937,Video Store
Danforth East York,43.68946809,-79.33140338,Taylor Creek Park - West,43.70126,-79.331726,Park
Danforth East York,43.68946809,-79.33140338,The Rib House,43.693280788831586,-79.31577792632471,Diner
Danforth East York,43.68946809,-79.33140338,Tinas Pro Nails & Spa,43.68598946666667,-79.347463,Spa
Danforth East York,43.68946809,-79.33140338,California Pub & Grill,43.68584128072304,-79.34745253363086,Bar
Danforth East York,43.68946809,-79.33140338,WorkShop Gallery Framing & Printing,43.686742365345076,-79.34784829616547,Frame Store
Danforth East York,43.68946809,-79.33140338,TTC Stop #8913,43.696486436579704,-79.31757688522339,Bus Stop
Danforth East York,43.68946809,-79.33140338,Pho Challenge,43.68867,-79.34837,Vietnamese Restaurant
Don Valley Village,43.78329369,-79.35364413,Mr Jerk,43.78593238518595,-79.35284203626418,Caribbean Restaurant
Don Valley Village,43.78329369,-79.35364413,Allan's Pastry Shop,43.7856560376599,-79.35231415152528,Bakery
Don Valley Village,43.78329369,-79.35364413,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
Don Valley Village,43.78329369,-79.35364413,Jerusalem Restaurant,43.778862961627105,-79.36427332471165,Middle Eastern Restaurant
Don Valley Village,43.78329369,-79.35364413,Chatime Willowdale,43.791325874580686,-79.36750616764424,Bubble Tea Shop
Don Valley Village,43.78329369,-79.35364413,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
Don Valley Village,43.78329369,-79.35364413,Congee Wong 天皇名粥,43.79057932101322,-79.3658146139743,Chinese Restaurant
Don Valley Village,43.78329369,-79.35364413,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
Don Valley Village,43.78329369,-79.35364413,CF Fairview Mall,43.777993908591895,-79.34366510981064,Shopping Mall
Don Valley Village,43.78329369,-79.35364413,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
Don Valley Village,43.78329369,-79.35364413,Apple Fairview,43.7779146,-79.343561,Electronics Store
Don Valley Village,43.78329369,-79.35364413,DAVIDsTEA,43.77759332519533,-79.34508888051846,Tea Room
Don Valley Village,43.78329369,-79.35364413,Chinese Halal Restaurant 中華牛羊館,43.79127199334216,-79.36698009117329,Chinese Restaurant
Don Valley Village,43.78329369,-79.35364413,SilverCity,43.77868093228815,-79.3440850072426,Movie Theater
Don Valley Village,43.78329369,-79.35364413,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
Don Valley Village,43.78329369,-79.35364413,Bow Thai,43.77872882612348,-79.36406502703808,Thai Restaurant
Don Valley Village,43.78329369,-79.35364413,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
Don Valley Village,43.78329369,-79.35364413,Tim Hortons,43.792905216618045,-79.35448967477028,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Gloucester Bakery 告羅士打餅店,43.79084701656312,-79.36698380727981,Bakery
Don Valley Village,43.78329369,-79.35364413,Shoppers Drug Mart,43.778896,-79.364603,Pharmacy
Don Valley Village,43.78329369,-79.35364413,New York Fries - Fairview Mall,43.77860499015611,-79.34357713182652,Restaurant
Don Valley Village,43.78329369,-79.35364413,Subway,43.78583089500218,-79.35195323650834,Sandwich Place
Don Valley Village,43.78329369,-79.35364413,Asian Legend 味香村,43.79060809180567,-79.36704119272468,Chinese Restaurant
Don Valley Village,43.78329369,-79.35364413,Purdys Chocolatier,43.77816,-79.344154,Chocolate Shop
Don Valley Village,43.78329369,-79.35364413,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
Don Valley Village,43.78329369,-79.35364413,Hot Spicy Spicy Chinese Restaurant 麻辣烫川菜馆,43.791342761629494,-79.3674938814755,Szechuan Restaurant
Don Valley Village,43.78329369,-79.35364413,H&M,43.77754859086118,-79.34560423018411,Clothing Store
Don Valley Village,43.78329369,-79.35364413,Shoppers Drug Mart,43.77817,-79.345014,Pharmacy
Don Valley Village,43.78329369,-79.35364413,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
Don Valley Village,43.78329369,-79.35364413,Starbucks,43.77799,-79.344091,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Old Navy,43.7779901,-79.3440914,Clothing Store
Don Valley Village,43.78329369,-79.35364413,TD Canada Trust,43.777763,-79.345974,Bank
Don Valley Village,43.78329369,-79.35364413,Petit Potato 大有名糖,43.790545430098895,-79.366046498812,Taiwanese Restaurant
Don Valley Village,43.78329369,-79.35364413,The Beer Store,43.7861261,-79.3526277,Beer Store
Don Valley Village,43.78329369,-79.35364413,J.Crew,43.7779417,-79.3451178,Clothing Store
Don Valley Village,43.78329369,-79.35364413,Petro-Canada,43.787866086930705,-79.35285037610527,Gas Station
Don Valley Village,43.78329369,-79.35364413,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
Don Valley Village,43.78329369,-79.35364413,Popeyes Louisiana Kitchen,43.78571942050977,-79.35193421103621,Fried Chicken Joint
Don Valley Village,43.78329369,-79.35364413,Rexall Pharma Plus,43.79396236392167,-79.35323999236898,Pharmacy
Don Valley Village,43.78329369,-79.35364413,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
Don Valley Village,43.78329369,-79.35364413,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
Don Valley Village,43.78329369,-79.35364413,Pizza Pizza,43.78594607852859,-79.35294215201395,Pizza Place
Don Valley Village,43.78329369,-79.35364413,Sushi Legend 糰長,43.79046339068141,-79.36593962765522,Sushi Restaurant
Don Valley Village,43.78329369,-79.35364413,Tekka Sushi,43.77417136429855,-79.3404009228877,Japanese Restaurant
Don Valley Village,43.78329369,-79.35364413,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
Don Valley Village,43.78329369,-79.35364413,Thai Express,43.77799,-79.344091,Restaurant
Don Valley Village,43.78329369,-79.35364413,Tim Hortons,43.777964,-79.344715,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
Don Valley Village,43.78329369,-79.35364413,TD Canada Trust,43.7942471,-79.3532388,Bank
Don Valley Village,43.78329369,-79.35364413,Tim Hortons,43.77879616680773,-79.3650627136231,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Subway,43.77375219472015,-79.34070116762729,Sandwich Place
Don Valley Village,43.78329369,-79.35364413,Starbucks,43.795804,-79.349547,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,KFC,43.7776,-79.3442,Fast Food Restaurant
Don Valley Village,43.78329369,-79.35364413,Subway,43.79449200780434,-79.35359470825608,Sandwich Place
Don Valley Village,43.78329369,-79.35364413,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
Don Valley Village,43.78329369,-79.35364413,Finch & Leslie Square 利是商場,43.791390556480884,-79.36760103406071,Shopping Mall
Don Valley Village,43.78329369,-79.35364413,Pizza Pizza,43.792929,-79.353802,Pizza Place
Don Valley Village,43.78329369,-79.35364413,Listo's No Frills,43.794373,-79.353754,Grocery Store
Don Valley Village,43.78329369,-79.35364413,St. Louis Bar & Grill,43.77721460733997,-79.34508093497027,Bar
Don Valley Village,43.78329369,-79.35364413,Tim Hortons,43.79312172438749,-79.3544919411392,Coffee Shop
Don Valley Village,43.78329369,-79.35364413,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
Don Valley Village,43.78329369,-79.35364413,Linus Park,43.789407860853395,-79.35701982865113,Park
Don Valley Village,43.78329369,-79.35364413,Subway,43.795346355658275,-79.34974493981167,Sandwich Place
Don Valley Village,43.78329369,-79.35364413,Bellbury Park,43.78326498178885,-79.36531845039354,Park
Don Valley Village,43.78329369,-79.35364413,Lescon Park,43.783243667108394,-79.36531371546668,Park
Don Valley Village,43.78329369,-79.35364413,Paradise Fine Chinese Dining 世外桃園新派優雅食府,43.79126996727257,-79.36767919435668,Chinese Restaurant
Don Valley Village,43.78329369,-79.35364413,New Doingwell Convenience,43.78221803877963,-79.36562061309814,Convenience Store
Don Valley Village,43.78329369,-79.35364413,RBC Royal Bank,43.777303882018465,-79.3446527392512,Bank
Don Valley Village,43.78329369,-79.35364413,Sunny Supermarket 陽光超級市場,43.790898490216215,-79.36697747944932,Supermarket
Don Valley Village,43.78329369,-79.35364413,RBC Royal Bank,43.79363358450375,-79.3537604736824,Bank
Don Valley Village,43.78329369,-79.35364413,Pet Valu,43.79409,-79.353547,Pet Store
Don Valley Village,43.78329369,-79.35364413,Deer Garden Signatures 鹿園魚湯米線,43.794298,-79.354162,Chinese Restaurant
Don Valley Village,43.78329369,-79.35364413,Mizuki Sushi 水木壽司,43.79423167628265,-79.35362986369798,Sushi Restaurant
Don Valley Village,43.78329369,-79.35364413,Alamosa Park,43.7812845587767,-79.3698557087135,Park
Don Valley Village,43.78329369,-79.35364413,Primary Taste Yunan Noodle 本味過橋米線,43.79056778952234,-79.36708410092608,Chinese Restaurant
Don Valley Village,43.78329369,-79.35364413,He He Long BBQ 和合隆燒臘,43.79113698832285,-79.36703023271282,BBQ Joint
Don Valley Village,43.78329369,-79.35364413,Pho Xe Lua,43.79120360028565,-79.36707462339557,Vietnamese Restaurant
Don Valley Village,43.78329369,-79.35364413,East Don Parklands,43.777570287267196,-79.36944007873535,Park
Dorset Park,43.75927437,-79.27890794,Highland Farms,43.766245521410625,-79.28313233920433,Grocery Store
Dorset Park,43.75927437,-79.27890794,Canada Computers,43.75935629419452,-79.27893074490008,Electronics Store
Dorset Park,43.75927437,-79.27890794,Starbucks,43.752465,-79.276364,Coffee Shop
Dorset Park,43.75927437,-79.27890794,Harry's Drive-In,43.749195827391084,-79.27716177123996,Burger Joint
Dorset Park,43.75927437,-79.27890794,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
Dorset Park,43.75927437,-79.27890794,Spicy Dragon,43.74921946341891,-79.27508200752006,Asian Restaurant
Dorset Park,43.75927437,-79.27890794,All Reptiles,43.76739070722232,-79.28138077686722,Pet Store
Dorset Park,43.75927437,-79.27890794,Tim Hortons,43.76601518629963,-79.2710841447115,Coffee Shop
Dorset Park,43.75927437,-79.27890794,Burrito Boyz,43.76916083861281,-79.28163190220428,Burrito Place
Dorset Park,43.75927437,-79.27890794,KornerStones Bar and Grills,43.7634435237742,-79.29108194659297,American Restaurant
Dorset Park,43.75927437,-79.27890794,Dairy Queen,43.767076659792316,-79.28178548812866,Ice Cream Shop
Dorset Park,43.75927437,-79.27890794,Kairali,43.754914739291834,-79.27694504646365,Indian Restaurant
Dorset Park,43.75927437,-79.27890794,GoodLife Fitness Scarborough Kennedy and Lawrence,43.752151,-79.274801,Gym
Dorset Park,43.75927437,-79.27890794,Chapters,43.7723853898383,-79.28291075818032,Bookstore
Dorset Park,43.75927437,-79.27890794,Calabria Bakery,43.7616699583205,-79.26950674263456,Bakery
Dorset Park,43.75927437,-79.27890794,Foody World 華泰超市,43.77216713479532,-79.28054552921644,Supermarket
Dorset Park,43.75927437,-79.27890794,McGregor Park,43.747841632113015,-79.28013797195096,Park
Dorset Park,43.75927437,-79.27890794,Ni-Ji,43.767625179408995,-79.27139940060562,Japanese Restaurant
Dorset Park,43.75927437,-79.27890794,Hopper Hut,43.76691782736588,-79.28245067596436,Sri Lankan Restaurant
Dorset Park,43.75927437,-79.27890794,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
Dorset Park,43.75927437,-79.27890794,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
Dorset Park,43.75927437,-79.27890794,Pizza Hut,43.76354554923212,-79.29163583572,Pizza Place
Dorset Park,43.75927437,-79.27890794,Nova Ristorante,43.74943391984183,-79.277629850556,Italian Restaurant
Dorset Park,43.75927437,-79.27890794,Metro,43.77107854994374,-79.28237423300743,Supermarket
Dorset Park,43.75927437,-79.27890794,Shoppers Drug Mart,43.748982,-79.276611,Pharmacy
Dorset Park,43.75927437,-79.27890794,Pita Pit,43.7699163,-79.2817746,Sandwich Place
Dorset Park,43.75927437,-79.27890794,Taco Bell,43.76085106353864,-79.27990769133459,Restaurant
Dorset Park,43.75927437,-79.27890794,FreshCo Pharmacy Lawrence,43.752733,-79.264041,Pharmacy
